text,label,action,context_features,session_id,turn_number,speaker,content,conversation_type,budget_type,user_profile,expected_action,confidence,metadata
"Context: [user]: I appreciate your help | [assistant]: Let me provide some guidance on that. | Turn 6, Budget: standard | Current: [user]: I appreciate your help",0,store,"[6.0, 22.0, 4.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_7109,6,user,I appreciate your help,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7385357026669364,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.46153846153846156, ""content_length"": 22}"
"Context: [user]: Thanks for the explanation! | [assistant]: Based on your data scientist background, I'd suggest... | Turn 14, Budget: premium | Current: [user]: I appreciate your help",0,store,"[14.0, 22.0, 4.0, 0.0, 0.9333333333333333, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_7227,14,user,I appreciate your help,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7157669491108839,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.9333333333333333, ""content_length"": 22}"
"Context: [user]: What would you recommend for situation? | [assistant]: You're very welcome! | Turn 4, Budget: minimal | Current: [user]: I see",2,drop,"[4.0, 5.0, 2.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_3194,4,user,I see,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7637759464057485,"{""template"": ""casual_chat"", ""turn_ratio"": 0.6666666666666666, ""content_length"": 5}"
"Context: [user]: We're considering strategy to achieve goal | [assistant]: Let me provide some guidance on that. | Turn 2, Budget: premium | Current: [user]: What would you recommend for situation?",0,store,"[2.0, 39.0, 6.0, 0.0, 0.6666666666666666, 1.0, 0.0, 1.0, 0.0, 0.0]",business_consultation_3200,2,user,What would you recommend for situation?,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6695590228639792,"{""template"": ""business_consultation"", ""turn_ratio"": 0.2, ""content_length"": 39}"
"Context: [assistant]: Feel free to ask if you have more questions. | [user]: I see | Turn 5, Budget: minimal | Current: [assistant]: You're very welcome!",0,store,"[5.0, 20.0, 3.0, 1.0, 0.8333333333333334, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_1689,5,assistant,You're very welcome!,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.1253389027764729,"{""template"": ""casual_chat"", ""turn_ratio"": 0.7142857142857143, ""content_length"": 20}"
"Context: [assistant]: Your interests in startups, photography align well with your profession. | [user]: That's very helpful | Turn 5, Budget: standard | Current: [assistant]: Nice to meet you! San Francisco is a great place for product managers.",0,store,"[5.0, 70.0, 13.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_7019,5,assistant,Nice to meet you! San Francisco is a great place for product managers.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.896651444863267,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.45454545454545453, ""content_length"": 70}"
"Context: [user]: My background is in field with years years of experience | [assistant]: Working at InnovateLab must be exciting. | Turn 2, Budget: standard | Current: [user]: What would you recommend for situation?",0,store,"[2.0, 39.0, 6.0, 0.0, 0.6666666666666666, 0.5, 0.0, 1.0, 0.0, 0.0]",personal_information_sharing_6020,2,user,What would you recommend for situation?,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8458425968776527,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.2, ""content_length"": 39}"
"Context: [user]: Hi, my name is James Wilson and I work as a researcher | [assistant]: Your experience in entertainment sounds fascinating. | Turn 2, Budget: standard | Current: [user]: I'm particularly interested in aspect",0,store,"[2.0, 37.0, 5.0, 0.0, 0.6666666666666666, 0.5, 0.0, 0.0, 1.0, 0.0]",personal_information_sharing_7873,2,user,I'm particularly interested in aspect,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8209790704725912,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.2, ""content_length"": 37}"
"Context: [user]: I'm implementing system and facing challenge | Turn 1, Budget: premium | Current: [assistant]: That's a great question about cloud computing. Let me explain...",0,store,"[1.0, 64.0, 10.0, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_3414,1,assistant,That's a great question about cloud computing. Let me explain...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7214290819643985,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.1, ""content_length"": 64}"
"Context: [assistant]: I can help you with that. | [user]: I'm particularly interested in aspect | Turn 3, Budget: standard | Current: [assistant]: Let me provide some guidance on that.",0,store,"[3.0, 37.0, 7.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_2496,3,assistant,Let me provide some guidance on that.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5705248376379919,"{""template"": ""educational_qa"", ""turn_ratio"": 0.6, ""content_length"": 37}"
"Context: [assistant]: That's an important consideration. | [user]: Can you help me understand concept? | Turn 3, Budget: standard | Current: [assistant]: I can help you with that.",0,store,"[3.0, 25.0, 6.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_2861,3,assistant,I can help you with that.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.55520992495976,"{""template"": ""educational_qa"", ""turn_ratio"": 0.42857142857142855, ""content_length"": 25}"
"Context: [user]: I'm having an issue with system where problem | Turn 1, Budget: standard | Current: [assistant]: I understand your situation.",0,store,"[1.0, 28.0, 4.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_9301,1,assistant,I understand your situation.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6704565522603657,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.14285714285714285, ""content_length"": 28}"
"Context: [user]: I'm particularly interested in aspect | [assistant]: That's an important consideration. | Turn 4, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[4.0, 27.0, 4.0, 0.0, 0.8, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_4701,4,user,Thanks for the explanation!,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.639489017939613,"{""template"": ""business_consultation"", ""turn_ratio"": 0.2222222222222222, ""content_length"": 27}"
"Context: [assistant]: I understand your situation. | [user]: I'm particularly interested in aspect | Turn 3, Budget: standard | Current: [assistant]: I understand your situation.",0,store,"[3.0, 28.0, 4.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_6865,3,assistant,I understand your situation.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6604106720755494,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.23076923076923078, ""content_length"": 28}"
"Context: [user]: Thanks for the explanation! | [assistant]: I can help you with that. | Turn 6, Budget: standard | Current: [user]: Thanks for the explanation!",0,store,"[6.0, 27.0, 4.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_2371,6,user,Thanks for the explanation!,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.557405985982273,"{""template"": ""educational_qa"", ""turn_ratio"": 0.6, ""content_length"": 27}"
"Context: [user]: I followed the steps but issue still occurs | [assistant]: I understand your situation. | Turn 2, Budget: standard | Current: [user]: What would you recommend for situation?",0,store,"[2.0, 39.0, 6.0, 0.0, 0.6666666666666666, 0.5, 0.0, 1.0, 0.0, 0.0]",troubleshooting_session_9997,2,user,What would you recommend for situation?,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6298164541509461,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.3333333333333333, ""content_length"": 39}"
"Context: [user]: Perfect | Turn 1, Budget: minimal | Current: [assistant]: You're very welcome!",0,store,"[1.0, 20.0, 3.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_7319,1,assistant,You're very welcome!,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.19594281156103402,"{""template"": ""casual_chat"", ""turn_ratio"": 0.14285714285714285, ""content_length"": 20}"
"Context: [user]: Can you help me understand concept? | [assistant]: The challenge you're facing with performance problems is common... | Turn 4, Budget: premium | Current: [user]: I appreciate your help",0,store,"[4.0, 22.0, 4.0, 0.0, 0.8, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_8104,4,user,I appreciate your help,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7742150597273076,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.36363636363636365, ""content_length"": 22}"
"Context: [assistant]: Based on your researcher background, I'd suggest... | [user]: I appreciate your help | Turn 5, Budget: premium | Current: [assistant]: The challenge you're facing with data quality is common...",0,store,"[5.0, 58.0, 9.0, 1.0, 0.8333333333333334, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_1545,5,assistant,The challenge you're facing with data quality is common...,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7450930881387899,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.45454545454545453, ""content_length"": 58}"
"Context: [assistant]: I can help you with that. | [user]: That's very helpful | Turn 11, Budget: premium | Current: [assistant]: That's an important consideration.",0,store,"[11.0, 34.0, 4.0, 1.0, 0.9166666666666666, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_8960,11,assistant,That's an important consideration.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.67329778553092,"{""template"": ""business_consultation"", ""turn_ratio"": 0.6111111111111112, ""content_length"": 34}"
"Context: [user]: What would you recommend for situation? | [assistant]: You're very welcome! | Turn 4, Budget: minimal | Current: [user]: Hello there!",0,store,"[4.0, 12.0, 2.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_9064,4,user,Hello there!,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.07851438144184036,"{""template"": ""casual_chat"", ""turn_ratio"": 0.5714285714285714, ""content_length"": 12}"
"Context: [assistant]: Nice to meet you! London is a great place for designers. | [user]: I'm particularly interested in aspect | Turn 3, Budget: standard | Current: [assistant]: Your experience in healthcare sounds fascinating.",0,store,"[3.0, 49.0, 6.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_3795,3,assistant,Your experience in healthcare sounds fascinating.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7526878992759254,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.42857142857142855, ""content_length"": 49}"
"Context: [user]: I'm having an issue with system where problem | [assistant]: I can help you with that. | Turn 2, Budget: standard | Current: [user]: Can you help me understand concept?",0,store,"[2.0, 35.0, 6.0, 0.0, 0.6666666666666666, 0.5, 0.0, 1.0, 0.0, 0.0]",troubleshooting_session_8508,2,user,Can you help me understand concept?,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7126513246169728,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.2857142857142857, ""content_length"": 35}"
"Context: [assistant]: Let me provide some guidance on that. | [user]: I appreciate your help | Turn 11, Budget: standard | Current: [assistant]: Let me provide some guidance on that.",0,store,"[11.0, 37.0, 7.0, 1.0, 0.9166666666666666, 0.5, 0.0, 0.0, 0.0, 0.0]",troubleshooting_session_6450,11,assistant,Let me provide some guidance on that.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7576742775809706,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.9166666666666666, ""content_length"": 37}"
"Context: [user]: Thanks for the explanation! | [assistant]: That's an important consideration. | Turn 6, Budget: standard | Current: [user]: Thanks for the explanation!",0,store,"[6.0, 27.0, 4.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_7389,6,user,Thanks for the explanation!,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5708656935187125,"{""template"": ""educational_qa"", ""turn_ratio"": 0.6666666666666666, ""content_length"": 27}"
"Context: [user]: The logs show log_message and I'm not sure what it means | Turn 1, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[1.0, 34.0, 4.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_2837,1,assistant,That's an important consideration.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.665936605313589,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.1111111111111111, ""content_length"": 34}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: Perfect",2,drop,"[0.0, 7.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_4619,0,user,Perfect,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7944364623797253,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 7}"
"Context: [user]: I appreciate your help | [assistant]: Based on your data scientist background, I'd suggest... | Turn 6, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[6.0, 27.0, 4.0, 0.0, 0.8571428571428571, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_5470,6,user,Thanks for the explanation!,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.761129508361784,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.75, ""content_length"": 27}"
"Context: [user]: Thanks for the explanation! | [assistant]: Your interests in reading, machine learning align well with your profession. | Turn 6, Budget: standard | Current: [user]: I appreciate your help",0,store,"[6.0, 22.0, 4.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",personal_information_sharing_1013,6,user,I appreciate your help,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8949190113588287,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.5454545454545454, ""content_length"": 22}"
"Context: [user]: I'm particularly interested in aspect | [assistant]: Let me provide some guidance on that. | Turn 4, Budget: standard | Current: [user]: Thanks for the explanation!",0,store,"[4.0, 27.0, 4.0, 0.0, 0.8, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_5308,4,user,Thanks for the explanation!,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6847640405220833,"{""template"": ""educational_qa"", ""turn_ratio"": 0.8, ""content_length"": 27}"
"Context: [assistant]: Your experience in entertainment sounds fascinating. | [user]: I appreciate your help | Turn 5, Budget: standard | Current: [assistant]: Your interests in travel, technology align well with your profession.",0,store,"[5.0, 69.0, 10.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_1083,5,assistant,"Your interests in travel, technology align well with your profession.",personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7538596551836824,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.625, ""content_length"": 69}"
"Context: [user]: The logs show log_message and I'm not sure what it means | Turn 1, Budget: standard | Current: [assistant]: I can help you with that.",0,store,"[1.0, 25.0, 6.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]",troubleshooting_session_4998,1,assistant,I can help you with that.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7193810013182105,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.16666666666666666, ""content_length"": 25}"
"Context: [user]: Thanks for the explanation! | [assistant]: Working at CloudSystems must be exciting. | Turn 8, Budget: standard | Current: [user]: Thanks for the explanation!",0,store,"[8.0, 27.0, 4.0, 0.0, 0.8888888888888888, 0.5, 0.0, 0.0, 0.0, 1.0]",personal_information_sharing_5104,8,user,Thanks for the explanation!,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8447984015495933,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.7272727272727273, ""content_length"": 27}"
"Context: [user]: I see | Turn 1, Budget: minimal | Current: [assistant]: Feel free to ask if you have more questions.",0,store,"[1.0, 44.0, 9.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]",casual_chat_3194,1,assistant,Feel free to ask if you have more questions.,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.05,"{""template"": ""casual_chat"", ""turn_ratio"": 0.16666666666666666, ""content_length"": 44}"
"Context: [assistant]: You're very welcome! | [user]: That's interesting | Turn 5, Budget: minimal | Current: [assistant]: You're very welcome!",0,store,"[5.0, 20.0, 3.0, 1.0, 0.8333333333333334, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_8575,5,assistant,You're very welcome!,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.18980819741675448,"{""template"": ""casual_chat"", ""turn_ratio"": 0.625, ""content_length"": 20}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: I'm currently working on project at company",0,store,"[0.0, 43.0, 7.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0]",personal_information_sharing_5806,0,user,I'm currently working on project at company,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.717316852365882,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.0, ""content_length"": 43}"
"Context: [assistant]: Let me provide some guidance on that. | [user]: I appreciate your help | Turn 5, Budget: premium | Current: [assistant]: Let me provide some guidance on that.",0,store,"[5.0, 37.0, 7.0, 1.0, 0.8333333333333334, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_5169,5,assistant,Let me provide some guidance on that.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5052361666242511,"{""template"": ""business_consultation"", ""turn_ratio"": 0.4166666666666667, ""content_length"": 37}"
"Context: [assistant]: Your experience in manufacturing sounds fascinating. | [user]: Thanks for the explanation! | Turn 7, Budget: standard | Current: [assistant]: Your interests in startups, machine learning align well with your profession.",0,store,"[7.0, 77.0, 11.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_4093,7,assistant,"Your interests in startups, machine learning align well with your profession.",personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8922334177039585,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.7777777777777778, ""content_length"": 77}"
"Context: Start of conversation | Turn 0, Budget: premium | Current: [user]: What are the trade-offs between approach1 and approach2?",0,store,"[0.0, 56.0, 8.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0]",technical_deep_dive_9590,0,user,What are the trade-offs between approach1 and approach2?,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7209426756707727,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.0, ""content_length"": 56}"
"Context: Start of conversation | Turn 0, Budget: premium | Current: [user]: We're considering strategy to achieve goal",0,store,"[0.0, 42.0, 6.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_3113,0,user,We're considering strategy to achieve goal,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5759058823655633,"{""template"": ""business_consultation"", ""turn_ratio"": 0.0, ""content_length"": 42}"
"Context: [user]: That's very helpful | [assistant]: That's an important consideration. | Turn 8, Budget: standard | Current: [user]: I appreciate your help",0,store,"[8.0, 22.0, 4.0, 0.0, 0.8888888888888888, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_9874,8,user,I appreciate your help,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7418869813248155,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.6666666666666666, ""content_length"": 22}"
"Context: [assistant]: That's a great question about microservices. Let me explain... | [user]: I appreciate your help | Turn 5, Budget: premium | Current: [assistant]: In the context of entertainment, the key considerations are...",0,store,"[5.0, 62.0, 9.0, 1.0, 0.8333333333333334, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_4534,5,assistant,"In the context of entertainment, the key considerations are...",technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7170469908975423,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.35714285714285715, ""content_length"": 62}"
"Context: [user]: When I try to action, I get error | [assistant]: I understand your situation. | Turn 2, Budget: standard | Current: [user]: Can you help me understand concept?",0,store,"[2.0, 35.0, 6.0, 0.0, 0.6666666666666666, 0.5, 0.0, 1.0, 0.0, 0.0]",troubleshooting_session_8613,2,user,Can you help me understand concept?,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7747044477717064,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.15384615384615385, ""content_length"": 35}"
"Context: [assistant]: That's an important consideration. | [user]: I appreciate your help | Turn 5, Budget: standard | Current: [assistant]: Let me provide some guidance on that.",0,store,"[5.0, 37.0, 7.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_3882,5,assistant,Let me provide some guidance on that.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5674527279390212,"{""template"": ""educational_qa"", ""turn_ratio"": 0.5555555555555556, ""content_length"": 37}"
"Context: [assistant]: Working at StartupCo must be exciting. | [user]: Thanks for the explanation! | Turn 5, Budget: standard | Current: [assistant]: Nice to meet you! New York is a great place for researchers.",0,store,"[5.0, 60.0, 12.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_3890,5,assistant,Nice to meet you! New York is a great place for researchers.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8570852314541415,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.7142857142857143, ""content_length"": 60}"
"Context: [assistant]: Working at TechCorp must be exciting. | [user]: That's very helpful | Turn 5, Budget: standard | Current: [assistant]: Your interests in machine learning, technology align well with your profession.",0,store,"[5.0, 79.0, 11.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_3190,5,assistant,"Your interests in machine learning, technology align well with your profession.",personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7944884125125196,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.4166666666666667, ""content_length"": 79}"
"Context: [user]: That's very helpful | [assistant]: I understand your situation. | Turn 6, Budget: standard | Current: [user]: I appreciate your help",0,store,"[6.0, 22.0, 4.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_8333,6,user,I appreciate your help,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.779659311398004,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.6, ""content_length"": 22}"
"Context: [user]: I live in New York and I'm interested in reading, startups | [assistant]: Working at TechCorp must be exciting. | Turn 2, Budget: standard | Current: [user]: I'm particularly interested in aspect",0,store,"[2.0, 37.0, 5.0, 0.0, 0.6666666666666666, 0.5, 0.0, 0.0, 1.0, 0.0]",personal_information_sharing_6843,2,user,I'm particularly interested in aspect,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8808753001067136,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.25, ""content_length"": 37}"
"Context: [user]: Our quarterly metrics show data and we need to action | Turn 1, Budget: premium | Current: [assistant]: That's an important consideration.",0,store,"[1.0, 34.0, 4.0, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_5779,1,assistant,That's an important consideration.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5904816432550752,"{""template"": ""business_consultation"", ""turn_ratio"": 0.07142857142857142, ""content_length"": 34}"
"Context: [user]: I live in Berlin and I'm interested in technology, reading | Turn 1, Budget: standard | Current: [assistant]: Nice to meet you! Berlin is a great place for product managers.",0,store,"[1.0, 63.0, 12.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_5294,1,assistant,Nice to meet you! Berlin is a great place for product managers.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.746433276626039,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.16666666666666666, ""content_length"": 63}"
"Context: [assistant]: I can help you with that. | [user]: That's very helpful | Turn 11, Budget: premium | Current: [assistant]: I understand your situation.",0,store,"[11.0, 28.0, 4.0, 1.0, 0.9166666666666666, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_6641,11,assistant,I understand your situation.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5473855527548999,"{""template"": ""business_consultation"", ""turn_ratio"": 0.7333333333333333, ""content_length"": 28}"
"Context: [user]: Thanks for the explanation! | [assistant]: In the context of retail, the key considerations are... | Turn 8, Budget: premium | Current: [user]: I appreciate your help",0,store,"[8.0, 22.0, 4.0, 0.0, 0.8888888888888888, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_5606,8,user,I appreciate your help,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6108907814000277,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.6666666666666666, ""content_length"": 22}"
"Context: [user]: Thanks for your help | Turn 1, Budget: minimal | Current: [assistant]: You're very welcome!",0,store,"[1.0, 20.0, 3.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_5714,1,assistant,You're very welcome!,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.12793833487252756,"{""template"": ""casual_chat"", ""turn_ratio"": 0.16666666666666666, ""content_length"": 20}"
"Context: [user]: What would you recommend for situation? | [assistant]: I'm glad I could help. | Turn 4, Budget: minimal | Current: [user]: I see",2,drop,"[4.0, 5.0, 2.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_2928,4,user,I see,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.6894979335756285,"{""template"": ""casual_chat"", ""turn_ratio"": 0.8, ""content_length"": 5}"
"Context: [assistant]: I can help you with that. | [user]: Thanks for the explanation! | Turn 7, Budget: standard | Current: [assistant]: Let me provide some guidance on that.",0,store,"[7.0, 37.0, 7.0, 1.0, 0.875, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_6365,7,assistant,Let me provide some guidance on that.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6008404317513163,"{""template"": ""educational_qa"", ""turn_ratio"": 0.875, ""content_length"": 37}"
"Context: [user]: I appreciate your help | [assistant]: I can help you with that. | Turn 6, Budget: standard | Current: [user]: I appreciate your help",0,store,"[6.0, 22.0, 4.0, 0.0, 0.8571428571428571, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_9107,6,user,I appreciate your help,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7575037994615531,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.5454545454545454, ""content_length"": 22}"
"Context: [user]: I'm particularly interested in aspect | [assistant]: You're very welcome! | Turn 4, Budget: minimal | Current: [user]: Perfect",2,drop,"[4.0, 7.0, 1.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_8226,4,user,Perfect,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.723452262412808,"{""template"": ""casual_chat"", ""turn_ratio"": 0.8, ""content_length"": 7}"
